Wed Nov 19 13:23:00 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

-parameters
	MIN_SCORE = 200
	MAX_DIST = 10

-contigs

    contig   markers  features
       950         1           1 At1g11400
       951         1          -1 At1g11420
       952         1           1 At1g11430
       953         1           1 At1g11440
       954         1           1 At1g11450
       954         1           1 At1g11460
       955         1          -1 At1g11470
       956         1          -1 At1g11480
       957         1          -1 At1g11490
       958         1           1 At1g11500
       959         1          -1 At1g11510
       960         1           1 At1g11520
       961         1           1 At1g11530
       962         1          -1 At1g11540
       963         1           1 At1g11560
       964         1           1 At1g11570
       965         1           1 At1g11580
       965         1           1 At1g11590
       966         1           1 At1g11600
       967         1          -1 At1g11610
       968         1           1 At1g11620
       969         1          -1 At1g11630
       970         1           1 At1g11650
       971         1           1 At1g11660
       972         1          -1 At1g11670
       973         1           1 At1g11680
       974         1           1 At1g11690
       975         1           1 At1g11700
       976         1           1 At1g11710
       977         1           1 At1g11720
