Wed Nov 19 13:23:03 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

Control File = control.txt

-parameters
	T = 0.05
	total points = 22068
	total_features = 23321
	total_cells = 2.71923e+08
	h = 8.11554e-05
	d_T = 25.6408
	Min_Block_Size = 3
	block_prob = 0.001
	total_blocks = 508


-block 0
    points   contig1   contig2
       79        1        1

	point	dist	markers	orientation
	point	dist	markers	orientation
	1655	0	{At1g35730 At1g35750 }{At1g78160 }	-1
	1658	20	{At1g35910 }{At1g78090 }	-1
	1662	13	{At1g36070 }{At1g78070 }	-1


-block 45
    points   contig1   contig2
        3        1        1

	point	dist	markers	orientation
	1690	0	{At1g41900 }{At1g43870 At1g43880 }	-1
	1695	12	{At1g42200 At1g42410 At1g42500 }{At1g43840 }	-1
	1692	9	{At1g42360 At1g42370 }{At1g43740 At1g43750 }	1


-block 46
    points   contig1   contig2
        3        1        1

	point	dist	markers	orientation
	1829	0	{At1g51680 }{At1g62940 }	-1
	1831	10	{At1g51750 }{At1g62890 }	1
	1835	13	{At1g51990 }{At1g62900 }	1


-block 47
    points   contig1   contig2
        3        1        1

	point	dist	markers	orientation
	1925	0	{At1g56600 }{At1g60450 At1g60470 }	-1
	1928	17	{At1g56710 }{At1g60590 }	1
	1929	18	{At1g56720 }{At1g60800 }	1


-block 48
    points   contig1   contig2
        3        1        1

	point	dist	markers	orientation
	1953	0	{At1g59710 }{At1g69890 }	-1
	1958	17	{At1g59830 }{At1g69960 }	1
	1960	23	{At1g59910 }{At1g70140 }	1


-block 49
    points   contig1   contig2
        3        1        1

	point	dist	markers	orientation
	2112	0	{At1g70430 }{At1g79640 }	-1
	2113	4	{At1g70450 At1g70460 }{At1g79620 }	-1
	2116	11	{At1g70520 At1g70530 }{At1g79670 At1g79680 }	1


-block 50
    points   contig1   contig2
       29        1        2

	point	dist	markers	orientation
	2564	0	{At1g14220 }{At2g02990 }	-1
	2565	3	{At1g14230 At1g14240 At1g14260 }{At2g02970 }	-1
	2566	15	{At1g14330 }{At2g02870 }	-1
	2567	7	{At1g14350 }{At2g02820 }	-1
	2568	2	{At1g14360 }{At2g02810 }	-1
	2569	2	{At1g14370 }{At2g02800 }	-1
	2574	2	{At1g14380 }{At2g02790 }	-1
	2575	2	{At1g14390 }{At2g02780 }	-1
	2576	3	{At1g14400 }{At2g02760 }	-1
	2577	6	{At1g14420 }{At2g02720 }	-1
	2578	21	{At1g14460 }{At2g02480 }	-1
	2579	6	{At1g14510 }{At2g02470 }	-1
	2581	23	{At1g14530 }{At2g02180 }	-1
	2584	13	{At1g14580 }{At2g02070 At2g02080 }	1
	2585	2	{At1g14590 }{At2g02060 }	-1
	2586	12	{At1g14660 }{At2g01980 }	-1
	2587	2	{At1g14670 }{At2g01970 }	-1
	2588	5	{At1g14680 }{At2g01930 }	-1
	2589	3	{At1g14690 }{At2g01910 }	-1
	2590	3	{At1g14700 }{At2g01880 At2g01890 }	-1
	2591	5	{At1g14720 }{At2g01850 }	-1
	2594	22	{At1g14840 }{At2g01750 }	-1
	2595	10	{At1g14860 }{At2g01670 }	-1
	2596	11	{At1g14910 }{At2g01600 }	-1
	2597	4	{At1g14920 }{At2g01570 }	-1
	2598	5	{At1g14930 At1g14940 At1g14950 At1g14960 }{At2g01520 At2g01530 }	-1
	2599	5	{At1g14970 }{At2g01480 }	-1
	2600	25	{At1g15020 }{At2g01270 }	-1
	2601	15	{At1g15080 }{At2g01180 }	-1


-block 51
    points   contig1   contig2
       23        1        2

	point	dist	markers	orientation
	2273	0	{At1g05470 }{At2g32010 }	-1
	2275	14	{At1g05570 }{At2g31960 }	-1
	2277	6	{At1g05580 }{At2g31910 }	-1
	2278	13	{At1g05630 }{At2g31830 }	-1
	2281	2	{At1g05640 }{At2g31820 }	-1
	2289	6	{At1g05670 At1g05680 }{At2g31750 At2g31790 }	-1
	2296	18	{At1g05800 }{At2g31690 }	-1
	2297	2	{At1g05810 }{At2g31680 }	-1
	2300	5	{At1g05830 }{At2g31630 At2g31640 At2g31650 }	-1
	2301	17	{At1g05890 }{At2g31510 }	-1
	2303	7	{At1g05900 }{At2g31450 }	-1
	2304	17	{At1g06020 At1g06030 }{At2g31390 }	-1
	2305	2	{At1g06040 }{At2g31380 }	-1
	2306	4	{At1g06070 }{At2g31370 }	-1
	2307	2	{At1g06080 At1g06090 At1g06100 At1g06120 }{At2g31360 }	-1
	2308	3	{At1g06130 }{At2g31350 }	-1
	2313	8	{At1g06140 At1g06150 }{At2g31280 }	1
	2314	8	{At1g06170 }{At2g31220 }	-1
	2315	5	{At1g06180 }{At2g31180 }	-1
	2317	6	{At1g06200 }{At2g31140 }	-1
	2318	9	{At1g06250 }{At2g31100 }	1
	2320	20	{At1g06390 }{At2g30980 }	-1
	2326	7	{At1g06430 }{At2g30950 }	-1


-block 52
    points   contig1   contig2
       19        1        2

	point	dist	markers	orientation
	2329	0	{At1g06550 }{At2g30650 At2g30660 }	1
	2331	21	{At1g06620 At1g06640 At1g06650 }{At2g30830 At2g30840 }	-1
	2333	8	{At1g06680 }{At2g30790 }	-1
	2334	6	{At1g06700 }{At2g30730 At2g30740 }	-1
	2338	12	{At1g06740 }{At2g30640 }	-1
	2339	2	{At1g06750 }{At2g30630 }	-1
	2340	7	{At1g06770 }{At2g30580 }	-1
	2341	6	{At1g06800 }{At2g30550 }	-1
	2342	4	{At1g06830 }{At2g30540 }	-1
	2345	12	{At1g06870 }{At2g30440 }	1
	2346	2	{At1g06890 }{At2g30460 }	1
	2348	25	{At1g06960 }{At2g30260 }	-1
	2349	3	{At1g06970 }{At2g30240 }	-1
	2352	12	{At1g07030 }{At2g30160 }	-1
	2355	19	{At1g07140 }{At2g30060 }	-1
	2356	3	{At1g07150 }{At2g30040 }	-1
	2357	3	{At1g07160 }{At2g30020 }	-1
	2359	3	{At1g07170 }{At2g30000 }	-1
	2360	2	{At1g07180 }{At2g29990 }	-1


-block 53
    points   contig1   contig2
       15        1        2

	point	dist	markers	orientation
	2927	0	{At1g28050 }{At2g33500 }	1
	2928	9	{At1g28110 }{At2g33530 }	1
	2934	24	{At1g28180 }{At2g33730 }	1
	2935	6	{At1g28220 At1g28230 }{At2g33750 }	1
	2936	9	{At1g28290 }{At2g33790 }	1
	2937	11	{At1g28350 }{At2g33840 }	1
	2942	23	{At1g28550 }{At2g33870 }	1
	2945	16	{At1g29020 }{At2g34020 At2g34030 }	1
	2946	2	{At1g29030 }{At2g34040 }	1
	2947	5	{At1g29050 }{At2g34070 }	1
	2949	4	{At1g29080 At1g29090 }{At2g34080 }	1
	2953	23	{At1g29230 }{At2g34180 }	-1
	2955	4	{At1g29250 }{At2g34160 }	-1
	2957	13	{At1g29310 }{At2g34250 }	1
	2959	17	{At1g29470 }{At2g34300 }	1


-block 54
    points   contig1   contig2
       13        1        2

	point	dist	markers	orientation
	2999	0	{At1g30400 At1g30410 At1g30420 }{At2g34660 }	1
	3002	11	{At1g30490 }{At2g34710 }	1
	3008	14	{At1g30590 }{At2g34750 }	1
	3011	11	{At1g30620 }{At2g34850 }	-1
	3012	2	{At1g30630 }{At2g34840 }	-1
	3015	3	{At1g30650 }{At2g34830 }	-1
	3016	7	{At1g30700 At1g30740 At1g30760 At1g30770 }{At2g34790 At2g34810 }	-1
	3018	14	{At1g30810 }{At2g34880 }	1
	3019	2	{At1g30820 }{At2g34890 }	1
	3022	12	{At1g30900 }{At2g34940 }	1
	3024	17	{At1g31020 }{At2g35010 }	1
	3034	6	{At1g31070 }{At2g35020 }	1
	3037	7	{At1g31120 }{At2g35060 }	1


-block 55
    points   contig1   contig2
       12        1        2

	point	dist	markers	orientation
	2362	0	{At1g07240 At1g07250 At1g07260 }{At2g29710 At2g29730 At2g29740 At2g29750 }	1
	2363	4	{At1g07270 }{At2g29680 }	-1
	2365	19	{At1g07360 }{At2g29580 }	-1
	2366	2	{At1g07370 }{At2g29570 }	-1
	2371	16	{At1g07420 }{At2g29390 }	-1
	2372	2	{At1g07430 }{At2g29380 }	-1
	2373	7	{At1g07440 At1g07450 }{At2g29150 At2g29170 At2g29260 At2g29290 At2g29300 At2g29310 At2g29320 At2g29330 At2g29340 At2g29350 At2g29360 At2g29370 }	1
	2375	4	{At1g07460 }{At2g29220 At2g29250 }	-1
	2376	12	{At1g07510 }{At2g29080 }	-1
	2377	3	{At1g07520 At1g07530 }{At2g29060 }	-1
	2383	10	{At1g07570 }{At2g28930 At2g28940 }	-1
	2385	9	{At1g07630 }{At2g28890 }	-1


-block 56
    points   contig1   contig2
       11        1        2

	point	dist	markers	orientation
	2236	0	{At1g04470 }{At2g33420 }	-1
	2237	6	{At1g04480 }{At2g33370 }	-1
	2238	6	{At1g04510 }{At2g33340 }	-1
	2239	2	{At1g04520 }{At2g33330 }	-1
	2240	3	{At1g04540 }{At2g33320 }	-1
	2241	7	{At1g04570 }{At2g33280 }	-1
	2245	7	{At1g04600 }{At2g33240 }	-1
	2246	2	{At1g04610 }{At2g33230 }	-1
	2247	3	{At1g04630 }{At2g33220 }	-1
	2251	15	{At1g04710 }{At2g33150 }	-1
	2253	4	{At1g04740 At1g04760 }{At2g33110 At2g33120 }	1


-block 57
    points   contig1   contig2
       10        1        2

	point	dist	markers	orientation
	2260	0	{At1g05070 }{At2g32580 }	-1
	2261	16	{At1g05140 }{At2g32480 }	-1
	2262	4	{At1g05150 }{At2g32450 }	-1
	2263	2	{At1g05160 }{At2g32440 }	-1
	2264	2	{At1g05170 }{At2g32430 }	-1
	2265	3	{At1g05180 }{At2g32410 }	-1
	2267	3	{At1g05200 }{At2g32390 At2g32400 }	-1
	2268	2	{At1g05210 }{At2g32380 }	-1
	2269	3	{At1g05230 }{At2g32370 }	-1
	2271	15	{At1g05300 }{At2g32270 }	-1


-block 58
    points   contig1   contig2
        9        1        2

	point	dist	markers	orientation
	2391	0	{At1g07720 }{At2g28630 }	1
	2392	5	{At1g07730 }{At2g28670 }	1
	2393	3	{At1g07750 }{At2g28680 }	1
	2395	7	{At1g07790 }{At2g28720 }	1
	2398	20	{At1g07870 }{At2g28590 }	-1
	2402	12	{At1g07900 }{At2g28500 }	-1
	2403	21	{At1g07990 }{At2g28360 }	-1
	2412	22	{At1g08080 }{At2g28210 }	-1
	2413	9	{At1g08140 At1g08150 }{At2g28170 }	1


-block 59
    points   contig1   contig2
        9        1        2

	point	dist	markers	orientation
	2553	0	{At1g13730 }{At2g03640 }	-1
	2555	23	{At1g13860 }{At2g03480 }	-1
	2556	3	{At1g13880 }{At2g03470 }	-1
	2557	4	{At1g13900 }{At2g03450 }	-1
	2558	16	{At1g13960 }{At2g03340 }	-1
	2559	10	{At1g14010 }{At2g03290 }	-1
	2560	2	{At1g14020 }{At2g03280 }	-1
	2561	4	{At1g14040 }{At2g03240 At2g03250 At2g03260 }	-1
	2562	5	{At1g14070 At1g14080 At1g14100 At1g14110 }{At2g03210 At2g03220 }	-1


-block 60
    points   contig1   contig2
        8        1        2

	point	dist	markers	orientation
	3263	0	{At1g36560 }{At2g06160 At2g06310 At2g06320 At2g06330 }	1
	3272	11	{At1g36810 }{At2g06180 }	-1
	3284	20	{At1g37060 At1g37070 At1g37160 }{At2g06160 At2g06310 At2g06320 At2g06330 }	-1
	3302	10	{At1g37190 }{At2g06180 }	-1
	3309	3	{At1g38440 At1g41690 }{At2g06160 At2g06310 At2g06320 At2g06330 }	-1
	3314	18	{At1g41860 }{At2g06260 }	1
	3315	9	{At1g41900 }{At2g06180 }	1
	3319	14	{At1g42360 At1g42370 }{At2g06160 At2g06310 At2g06320 At2g06330 }	1


-block 61
    points   contig1   contig2
        8        1        2

	point	dist	markers	orientation
	3274	0	{At1g36810 }{At2g13070 }	1
	3288	22	{At1g37060 At1g37070 At1g37160 }{At2g13250 At2g13260 }	-1
	3305	15	{At1g37180 At1g37200 }{At2g12920 At2g13210 }	1
	3303	10	{At1g37190 }{At2g12520 }	-1
	3311	18	{At1g38440 At1g41690 }{At2g13250 At2g13260 }	-1
	3312	17	{At1g41780 }{At2g12870 }	-1
	3317	24	{At1g41910 }{At2g12210 At2g12220 At2g12390 }	1
	3333	21	{At1g42450 }{At2g12150 }	-1


-block 62
    points   contig1   contig2
        7        1        2

	point	dist	markers	orientation
	2143	0	{At1g01030 }{At2g46870 }	-1
	2145	3	{At1g01050 }{At2g46860 }	-1
	2151	19	{At1g01120 }{At2g46720 }	-1
	2156	13	{At1g01190 }{At2g46660 }	1
	2157	22	{At1g01260 }{At2g46510 }	-1
	2161	12	{At1g01340 }{At2g46430 At2g46440 At2g46450 }	-1
	2162	14	{At1g01440 }{At2g46380 }	-1


-block 63
    points   contig1   contig2
        7        1        2

	point	dist	markers	orientation
	2969	0	{At1g29710 }{At2g34370 }	1
	2976	16	{At1g29890 }{At2g34410 }	1
	2978	3	{At1g29910 At1g29920 At1g29930 }{At2g34420 At2g34430 }	1
	2979	9	{At1g29970 }{At2g34480 }	1
	2980	3	{At1g29980 }{At2g34510 }	1
	2982	9	{At1g30040 }{At2g34550 }	1
	2988	12	{At1g30120 }{At2g34590 }	1


-block 64
    points   contig1   contig2
        7        1        2

	point	dist	markers	orientation
	3163	0	{At1g34660 }{At2g10140 }	1
	3179	15	{At1g35070 At1g35090 At1g35100 }{At2g10370 At2g10390 }	-1
	3180	2	{At1g35080 At1g35110 }{At2g10350 At2g10360 }	-1
	3186	23	{At1g35280 }{At2g10000 At2g10010 }	-1
	3191	17	{At1g35300 }{At2g10490 At2g10640 }	1
	3196	11	{At1g35370 At1g35380 }{At2g10620 At2g10660 At2g10670 At2g10690 At2g10700 At2g10780 }	1
	3208	23	{At1g35590 At1g35600 }{At2g10490 At2g10640 }	1


-block 65
    points   contig1   contig2
        6        1        2

	point	dist	markers	orientation
	2163	0	{At1g01470 }{At2g46140 }	-1
	2169	13	{At1g01550 }{At2g46080 }	-1
	2172	2	{At1g01560 }{At2g46070 }	-1
	2174	13	{At1g01600 }{At2g45970 }	-1
	2179	3	{At1g01620 }{At2g45960 }	-1
	2180	15	{At1g01700 }{At2g45890 }	-1


-block 66
    points   contig1   contig2
        5        1        2

	point	dist	markers	orientation
	2252	0	{At1g04740 At1g04760 }{At2g32670 }	-1
	2254	11	{At1g04810 }{At2g32730 }	1
	2257	9	{At1g04860 }{At2g32780 }	1
	2258	25	{At1g04980 }{At2g32920 }	1
	2259	6	{At1g05000 }{At2g32960 }	1


-block 67
    points   contig1   contig2
        5        1        2

	point	dist	markers	orientation
	3071	0	{At1g32380 }{At2g35390 }	-1
	3078	11	{At1g32470 }{At2g35370 }	-1
	3079	5	{At1g32490 }{At2g35340 }	-1
	3081	5	{At1g32530 }{At2g35330 }	-1
	3083	14	{At1g32580 }{At2g35240 }	-1


-block 68
    points   contig1   contig2
        5        1        2

	point	dist	markers	orientation
	3156	0	{At1g34620 At1g34700 At1g34710 }{At2g06410 At2g06450 }	1
	3167	18	{At1g34720 At1g34730 At1g34740 }{At2g06620 At2g06700 }	1
	3174	18	{At1g35060 }{At2g06870 }	-1
	3183	19	{At1g35150 }{At2g06500 }	1
	3190	22	{At1g35300 }{At2g06720 At2g06800 }	-1


-block 69
    points   contig1   contig2
        5        1        2

	point	dist	markers	orientation
	3861	0	{At1g66150 }{At2g01820 }	-1
	3862	3	{At1g66170 }{At2g01810 }	-1
	3864	25	{At1g66250 }{At2g01630 }	-1
	3868	12	{At1g66350 }{At2g01570 }	-1
	3869	4	{At1g66360 }{At2g01540 }	-1


-block 70
    points   contig1   contig2
        4        1        2

	point	dist	markers	orientation
	2416	0	{At1g08260 }{At2g27120 }	1
	2420	23	{At1g08410 }{At2g27200 }	1
	2421	2	{At1g08420 }{At2g27210 }	1
	2422	4	{At1g08430 At1g08440 }{At2g27240 }	1


-block 71
    points   contig1   contig2
        4        1        2

	point	dist	markers	orientation
	2835	0	{At1g24640 }{At2g01840 }	-1
	2846	3	{At1g24650 }{At2g01820 }	-1
	2847	10	{At1g25230 }{At2g01880 At2g01890 }	1
	2848	7	{At1g25250 }{At2g01940 }	1


-block 72
    points   contig1   contig2
        4        1        2

	point	dist	markers	orientation
	2886	0	{At1g26690 }{At2g03290 }	-1
	2887	6	{At1g26730 }{At2g03240 At2g03250 At2g03260 }	-1
	2888	17	{At1g26770 }{At2g03090 }	-1
	2893	15	{At1g26820 }{At2g02990 }	-1


-block 73
    points   contig1   contig2
        4        1        2

	point	dist	markers	orientation
	2997	0	{At1g30390 }{At2g19100 }	-1
	3004	24	{At1g30570 }{At2g19190 At2g19210 At2g19230 }	-1
	3010	5	{At1g30600 }{At2g19170 }	1
	3013	25	{At1g30640 }{At2g19400 }	-1


-block 74
    points   contig1   contig2
        4        1        2

	point	dist	markers	orientation
	3228	0	{At1g35790 }{At2g06110 }	1
	3233	25	{At1g35970 }{At2g06260 }	1
	3247	16	{At1g36120 }{At2g06470 }	1
	3250	18	{At1g36130 }{At2g06110 }	1


-block 75
    points   contig1   contig2
        4        1        2

	point	dist	markers	orientation
	3245	0	{At1g36110 }{At2g10580 At2g10650 }	-1
	3258	22	{At1g36460 }{At2g10490 At2g10640 }	-1
	3260	10	{At1g36470 }{At2g10140 }	-1
	3266	25	{At1g36550 At1g36590 }{At2g07660 }	-1


-block 76
    points   contig1   contig2
        4        1        2

	point	dist	markers	orientation
	3358	0	{At1g43780 }{At2g12480 }	-1
	3361	16	{At1g43840 }{At2g13000 At2g13160 At2g13310 }	-1
	3366	14	{At1g43870 At1g43880 }{At2g12520 }	-1
	3376	22	{At1g44060 }{At2g12240 At2g12250 At2g12300 }	1


-block 77
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	2424	0	{At1g08570 }{At2g33270 }	1
	2427	12	{At1g08590 }{At2g33170 }	-1
	2433	21	{At1g08730 }{At2g33240 }	-1


-block 78
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	2668	0	{At1g17750 }{At2g25790 }	1
	2672	8	{At1g17810 }{At2g25810 }	1
	2675	21	{At1g17980 }{At2g25850 }	1


-block 79
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3091	0	{At1g32820 }{At2g02190 }	1
	3096	2	{At1g32830 }{At2g02200 }	1
	3101	2	{At1g32840 }{At2g02210 }	1


-block 80
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3092	0	{At1g32820 }{At2g04950 At2g05010 }	1
	3097	2	{At1g32830 }{At2g04960 At2g04970 }	1
	3102	2	{At1g32840 }{At2g04980 }	1


-block 81
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3095	0	{At1g32820 }{At2g15150 At2g15210 }	-1
	3100	4	{At1g32830 }{At2g15200 }	-1
	3105	5	{At1g32840 }{At2g15140 At2g15190 }	-1


-block 82
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3155	0	{At1g34620 At1g34700 At1g34710 }{At2g05490 At2g05570 }	1
	3169	8	{At1g34720 At1g34730 At1g34740 }{At2g05450 At2g05460 At2g05470 At2g05560 }	-1
	3173	11	{At1g35060 }{At2g05490 At2g05570 }	-1


-block 83
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3207	0	{At1g35590 At1g35600 }{At2g06720 At2g06800 }	-1
	3223	18	{At1g35760 }{At2g06870 }	-1
	3226	2	{At1g35770 }{At2g06860 }	-1


-block 84
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3231	0	{At1g35920 At1g35940 }{At2g05080 }	-1
	3236	17	{At1g36080 }{At2g04990 }	1
	3239	4	{At1g36090 }{At2g04950 At2g05010 }	-1


-block 85
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3232	0	{At1g35920 At1g35940 }{At2g14300 }	-1
	3242	18	{At1g36100 }{At2g14410 }	-1
	3249	21	{At1g36120 }{At2g14640 At2g14650 }	-1


-block 86
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3257	0	{At1g36460 }{At2g06720 At2g06800 }	1
	3262	11	{At1g36550 At1g36590 }{At2g06890 }	1
	3268	8	{At1g36620 }{At2g06840 At2g06950 At2g07010 }	-1


-block 87
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3275	0	{At1g36830 }{At2g14380 At2g14400 }	1
	3281	19	{At1g37050 }{At2g14430 }	1
	3307	12	{At1g37180 At1g37200 }{At2g14380 At2g14400 }	1


-block 88
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3324	0	{At1g42200 At1g42410 At1g42500 }{At2g11110 }	1
	3320	19	{At1g42360 At1g42370 }{At2g10620 At2g10660 At2g10670 At2g10690 At2g10700 At2g10780 }	-1
	3323	13	{At1g42400 }{At2g10370 At2g10390 }	-1


-block 89
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3326	0	{At1g42200 At1g42410 At1g42500 }{At2g13870 }	-1
	3322	8	{At1g42380 }{At2g13930 At2g13940 }	1
	3334	12	{At1g42450 }{At2g14030 }	-1


-block 90
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3321	0	{At1g42360 At1g42370 }{At2g07400 }	1
	3331	19	{At1g42450 }{At2g07230 At2g07250 At2g07320 At2g07330 }	1
	3336	2	{At1g42460 }{At2g07240 }	1


-block 91
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3362	0	{At1g43840 }{At2g13870 }	1
	3369	14	{At1g43930 }{At2g13970 }	-1
	3372	11	{At1g44050 }{At2g13900 At2g13910 At2g13920 At2g13950 }	1


-block 92
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3385	0	{At1g44850 At1g44860 }{At2g10370 At2g10390 }	-1
	3388	2	{At1g44870 At1g44880 }{At2g10350 At2g10360 }	-1
	3389	24	{At1g44900 }{At2g07690 }	-1


-block 93
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3382	0	{At1g44840 }{At2g05490 At2g05570 }	-1
	3396	16	{At1g45080 }{At2g05480 }	-1
	3401	2	{At1g45090 }{At2g05450 At2g05460 At2g05470 At2g05560 }	-1


-block 94
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3383	0	{At1g44840 }{At2g12150 }	-1
	3398	16	{At1g45080 }{At2g12140 }	-1
	3403	2	{At1g45090 }{At2g12100 At2g12110 At2g12120 At2g12130 }	-1


-block 95
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3390	0	{At1g44900 }{At2g16440 }	-1
	3400	21	{At1g45080 }{At2g16330 }	1
	3405	12	{At1g45090 }{At2g16170 At2g16180 }	1


-block 96
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3551	0	{At1g51750 }{At2g05550 }	-1
	3561	20	{At1g52010 }{At2g05490 At2g05570 }	-1
	3562	3	{At1g52020 }{At2g05450 At2g05460 At2g05470 At2g05560 }	-1


-block 97
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3760	0	{At1g61830 At1g61840 }{At2g28460 }	1
	3761	15	{At1g61860 }{At2g28590 }	-1
	3764	24	{At1g62030 }{At2g28460 }	-1


-block 98
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3895	0	{At1g68060 }{At2g01750 }	-1
	3896	23	{At1g68120 }{At2g01930 }	1
	3897	2	{At1g68130 }{At2g01940 }	1


-block 99
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	3929	0	{At1g69460 }{At2g03290 }	-1
	3930	5	{At1g69480 }{At2g03240 At2g03250 At2g03260 }	1
	3931	18	{At1g69530 }{At2g03090 }	-1


-block 100
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	4033	0	{At1g74490 }{At2g02800 }	1
	4037	9	{At1g74510 }{At2g02870 }	1
	4042	15	{At1g74600 At1g74630 }{At2g02980 }	-1


-block 101
    points   contig1   contig2
        3        1        2

	point	dist	markers	orientation
	4067	0	{At1g75840 }{At2g17800 }	1
	4069	2	{At1g75850 }{At2g17790 }	-1
	4076	21	{At1g75960 }{At2g17650 }	1


-block 102
    points   contig1   contig2
       44        1        3

	point	dist	markers	orientation
	5334	0	{At1g49160 }{AT3g18750 }	1
	5340	9	{At1g49240 }{AT3g18780 }	1
	5344	6	{At1g49270 }{AT3g18810 }	1
	5348	3	{At1g49300 }{AT3g18820 }	1
	5349	16	{At1g49400 }{AT3g18880 }	1
	5350	11	{At1g49450 }{AT3g18950 }	1
	5352	6	{At1g49480 }{AT3g18990 }	1
	5353	3	{At1g49490 }{AT3g19020 }	1
	5357	9	{At1g49520 }{AT3g19080 }	1
	5365	9	{At1g49580 }{AT3g19100 }	1
	5369	5	{At1g49600 }{AT3g19130 }	1
	5370	7	{At1g49630 }{AT3g19170 }	1
	5372	16	{At1g49710 }{AT3g19280 }	1
	5373	4	{At1g49730 }{AT3g19300 }	1
	5374	2	{At1g49740 }{AT3g19310 }	1
	5376	2	{At1g49750 }{AT3g19320 }	1
	5378	8	{At1g49780 }{AT3g19380 }	1
	5379	13	{At1g49810 }{AT3g19490 }	1
	5380	10	{At1g49840 }{AT3g19540 }	1
	5381	9	{At1g49890 }{AT3g19570 }	1
	5382	4	{At1g49910 }{AT3g19590 }	1
	5383	22	{At1g50040 }{AT3g19680 }	1
	5384	7	{At1g50090 At1g50110 }{AT3g19710 }	1
	5385	5	{At1g50140 }{AT3g19740 }	1
	5386	2	{At1g50150 }{AT3g19750 }	1
	5389	18	{At1g50260 }{AT3g19830 }	1
	5390	4	{At1g50280 }{AT3g19850 }	1
	5392	11	{At1g50310 }{AT3g19930 AT3g19940 }	1
	5393	5	{At1g50360 }{AT3g19960 }	1
	5394	3	{At1g50370 }{AT3g19980 }	1
	5396	5	{At1g50400 }{AT3g20000 }	1
	5397	2	{At1g50410 }{AT3g20010 }	1
	5398	9	{At1g50460 }{AT3g20040 }	1
	5399	5	{At1g50490 }{AT3g20060 }	1
	5400	5	{At1g50520 At1g50550 At1g50560 }{AT3g20080 AT3g20090 AT3g20100 AT3g20110 AT3g20120 AT3g20130 AT3g20140 }	1
	5403	11	{At1g50610 }{AT3g20190 }	1
	5404	10	{At1g50620 }{AT3g20280 }	1
	5405	3	{At1g50630 }{AT3g20300 }	1
	5406	8	{At1g50660 }{AT3g20350 }	1
	5408	10	{At1g50700 }{AT3g20410 }	1
	5409	15	{At1g50740 }{AT3g20510 }	1
	5410	7	{At1g50840 }{AT3g20540 }	1
	5413	12	{At1g50950 }{AT3g20560 }	1
	5416	21	{At1g51060 }{AT3g20670 }	1


-block 103
    points   contig1   contig2
       31        1        3

	point	dist	markers	orientation
	5512	0	{At1g53230 }{AT3g15030 }	-1
	5513	2	{At1g53240 }{AT3g15020 }	-1
	5515	4	{At1g53260 }{AT3g15000 }	-1
	5516	3	{At1g53280 }{AT3g14990 }	-1
	5517	4	{At1g53290 }{AT3g14960 }	-1
	5518	2	{At1g53300 }{AT3g14950 }	-1
	5520	2	{At1g53310 }{AT3g14940 }	-1
	5522	14	{At1g53380 }{AT3g14870 }	-1
	5524	6	{At1g53420 At1g53430 At1g53440 }{AT3g14840 }	-1
	5526	2	{At1g53450 }{AT3g14830 }	-1
	5527	4	{At1g53470 }{AT3g14810 }	-1
	5528	5	{At1g53500 }{AT3g14790 }	-1
	5529	8	{At1g53510 }{AT3g14720 }	-1
	5532	14	{At1g53590 }{AT3g14590 }	-1
	5534	15	{At1g53650 }{AT3g14450 }	-1
	5536	5	{At1g53660 }{AT3g14410 }	-1
